triplet_id,variant_type,input_hinglish,llama_translation,reference_en
366,topic_fronting,rehearsal confidence build karta presentation ka,The rehearsal helps build confidence for the presentation.,presentation ka rehearsal confidence build karta
366,emphasis_shift,confidence build karta presentation ka rehearsal,It helps to build confidence through the rehearsal of the presentation.,presentation ka rehearsal confidence build karta
367,base,feedback ka tone constructive lag raha,The tone of the feedback seems to be constructive.,feedback ka tone constructive lag raha
367,topic_fronting,tone constructive lag raha feedback ka,The tone of the feedback is constructive.,feedback ka tone constructive lag raha
367,emphasis_shift,constructive lag raha feedback ka tone,The tone of the feedback is quite constructive.,feedback ka tone constructive lag raha
368,base,work ka documentation up to date nahi,The work documentation is not up to date.,work ka documentation up to date nahi
368,topic_fronting,documentation up to date nahi work ka,"The documentation is not up to date, which is affecting the work.",work ka documentation up to date nahi
368,emphasis_shift,up to date nahi work ka documentation,The work documentation is not up to date.,work ka documentation up to date nahi
369,base,code ka readability score improve ho sakta,The code's readability score can be improved.,Readability score of code can improve
369,topic_fronting,readability score improve ho sakta code ka,The code's readability score can be improved.,Readability score of code can improve
369,emphasis_shift,improve ho sakta code ka readability score,The code's readability score can be improved.,Readability score of code can improve
370,base,review ka turnaround time acceptable tha,The review's turnaround time was acceptable.,review ka turnaround time acceptable tha
370,topic_fronting,turnaround time acceptable tha review ka,The turnaround time is acceptable for the review.,review ka turnaround time acceptable tha
370,emphasis_shift,acceptable tha review ka turnaround time,The acceptable turnaround time for a review.,review ka turnaround time acceptable tha
371,base,friends ka plan last moment pe cancel hua,Their plan got cancelled at the last moment.,friends ka plan last moment pe cancel hua
371,topic_fronting,plan last moment pe cancel hua friends ka,The plan got cancelled at the last moment with friends.,friends ka plan last moment pe cancel hua
371,emphasis_shift,cancel hua friends ka plan last moment pe,The plan with friends got cancelled at the last moment.,friends ka plan last moment pe cancel hua
372,base,group chat ka mood thoda serious lag raha,The mood in the group chat seems a bit serious.,The mood of the group chat seems a bit serious
372,topic_fronting,mood thoda serious lag raha group chat ka,The mood of the group chat seems a bit serious.,The mood of the group chat seems a bit serious
372,emphasis_shift,serious lag raha group chat ka mood thoda,The group chat is experiencing a serious lag and the mood is a bit off.,The mood of the group chat seems a bit serious
373,base,conversation ka pace slow ho gaya,The conversation slowed down.,Conversation pace slowed down
373,topic_fronting,pace slow ho gaya conversation ka,The conversation has slowed down.,Conversation pace slowed down
373,emphasis_shift,slow ho gaya conversation ka pace,The conversation has slowed down.,Conversation pace slowed down
374,base,message ka context sabko clear nahi tha,The context of the message was not clear to everyone.,The context of the message was not clear to everyone
374,topic_fronting,context sabko clear nahi tha message ka,The context was not clear to everyone about the message.,The context of the message was not clear to everyone
374,emphasis_shift,clear nahi tha message ka context sabko,The message context was not clear to everyone.,The context of the message was not clear to everyone
375,base,reply ka tone friendly rakhna zaruri hai,It is essential to keep the tone of the reply friendly.,It is important to keep the tone of reply friendly
375,topic_fronting,tone friendly rakhna zaruri hai reply ka,Maintaining a friendly tone is essential in a reply.,It is important to keep the tone of reply friendly
375,emphasis_shift,friendly rakhna zaruri hai reply ka tone,Maintaining a friendly tone is essential in a reply.,It is important to keep the tone of reply friendly
376,base,group ka decision unanimous nahi raha,The group's decision was not unanimous.,The group's decision was not unanimous
376,topic_fronting,decision unanimous nahi raha group ka,The group's decision was not unanimous.,The group's decision was not unanimous
376,emphasis_shift,unanimous nahi raha group ka decision,The group's decision was not unanimous.,The group's decision was not unanimous
377,base,event ka reminder sabko time pe mila,The event reminder was sent to everyone on time.,Everyone got the reminder of the event on time.
377,topic_fronting,reminder sabko time pe mila event ka,A reminder will be sent to everyone on time for the event.,Everyone got the reminder of the event on time.
377,emphasis_shift,time pe mila event ka reminder sabko,The event's reminder will be sent to everyone at the time.,Everyone got the reminder of the event on time.
378,base,status update ka wording neutral rakha,The wording of the status update was kept neutral.,Boarding of status updates kept neutral
378,topic_fronting,wording neutral rakha status update ka,A neutral tone has been maintained in the status update.,Boarding of status updates kept neutral
378,emphasis_shift,neutral rakha status update ka wording,Kept the status update neutral.,Boarding of status updates kept neutral
379,base,chat ka screenshot accidentally share ho gaya,The chat screenshot was accidentally shared.,Chat screenshots shared accidentally
379,topic_fronting,screenshot accidentally share ho gaya chat ka,A screenshot of the chat was accidentally shared.,Chat screenshots shared accidentally
379,emphasis_shift,accidentally share ho gaya chat ka screenshot,The chat screenshot was accidentally shared.,Chat screenshots shared accidentally
380,base,group ka admin role rotate karna chahiye,The admin role of the group should be rotated.,Group admin role should be rotated
380,topic_fronting,admin role rotate karna chahiye group ka,The admin role should be rotated in the group.,Group admin role should be rotated
380,emphasis_shift,rotate karna chahiye group ka admin role,The admin role of the group needs to be rotated.,Group admin role should be rotated
381,base,bus ka AC kaam nahi kar raha,The air conditioning in the bus is not working.,just one thing is not working
381,topic_fronting,AC kaam nahi kar raha bus ka,The air conditioner is not working on the bus.,just one thing is not working
381,emphasis_shift,kaam nahi kar raha bus ka AC,The bus's air conditioner is not working.,just one thing is not working
382,base,metro ka platform sign clearly visible tha,The metro platform sign was clearly visible.,metro ka platform sign clearly visible tha
382,topic_fronting,platform sign clearly visible tha metro ka,The platform sign is clearly visible for the metro.,metro ka platform sign clearly visible tha
382,emphasis_shift,clearly visible tha metro ka platform sign,The metro platform sign is clearly visible.,metro ka platform sign clearly visible tha
383,base,cab ka fare estimate fluctuate kar raha,The taxi fare estimate keeps fluctuating.,Cab fare estimate is fluctuating
